

words_alpha mat1 temp1 chs0:
<lizing>  [<|li|z|ing|>]
<rattnoted>  [<|rat|t|no|ted|>]
<et>  [<|et|>]
<nes>  [<|nes|>]
<intra>  [<|intra|>]
<phba>  [<|ph|ba|>]
<peciinmonoscope>  [<|pe|ci|in|mono|scope|>]
<en>  [<|en|>]
<soitatmit>  [<|so|it|at|mit|>]
<bepr>  [<|be|pr|>]
<ncdisent>  [<|nc|dis|ent|>]
<lesse>  [<|le|sse|>]
<su>  [<|su|>]
<trans>  [<|trans|>]
<spireen>  [<|spire|en|>]
<sidis>  [<|si|dis|>]
<finiage>  [<|fi|ni|age|>]
<zibletransio>  [<|z|ible|trans|io|>]
<multi>  [<|multi|>]

woorm mat1 temp5 chs0:
<geal>  [<|ge|al|>]
<croses>  [<|cr|os|es|>]
<whinicic>  [<|w|hi|ni|ci|c|>]
<hanycall>  [<|ha|n|y|c|all|>]
<stenchonon>  [<|st|en|ch|on|on|>]
<ampang>  [<|am|pan|g|>]
<unippermisolderash>  [<|un|ip|per|mis|ol|de|ra|sh|>]
<likey>  [<|li|ke|y|>]
<resturail>  [<|re|s|tu|ra|il|>]
<roons>  [<|ro|on|s|>]
<phonshicapism>  [<|ph|o|ns|hi|ca|p|is|m|>]
<iner>  [<|in|er|>]
<y>  [<|y|>]
<kermoact>  [<|k|er|mo|a|ct|>]
<ker>  [<|k|er|>]
<protlg>  [<|pr|ot|l|g|>]
<vations>  [<|v|at|ions|>]
<turebeds>  [<|tu|re|be|ds|>]
<stsor>  [<|st|s|or|>]
<calizes>  [<|c|al|iz|es|>]
<polyurnum>  [<|poly|ur|n|um|>]
<ous>  [<|ou|s|>]
<submist>  [<|sub|mis|t|>]
<hemations>  [<|h|em|ati|ons|>]
<disondemblene>  [<|dis|o|nd|em|bl|ene|>]

woorm mat1 temp5 chs10:
<ltransresls>  [<|l|trans|res|ls|>]
<hotude>  [<|ho|tude|>]
<jectformtep>  [<|ject|form|te|p|>]
<bantelat>  [<|b|ant|el|at|>]
<formmitgr>  [<|form|mit|gr|>]
<portgraphphobiabo>  [<|port|graph|phobia|bo|>]
<bor>  [<|bo|r|>]
<ce>  [<|ce|>]
<comli>  [<|com|li|>]
<conles>  [<|con|les|>]
<beneted>  [<|bene|ted|>]
<dboex>  [<|d|bo|ex|>]
<ion>  [<|ion|>]
<cuautgeno>  [<|cu|aut|ge|no|>]
<tktract>  [<|t|k|tract|>]
<itytransag>  [<|ity|trans|ag|>]
<smdo>  [<|sm|do|>]
<colac>  [<|col|ac|>]
<shchron>  [<|sh|chron|>]
<tytesspireng>  [<|ty|tes|spire|ng|>]
<interestmetr>  [<|inter|est|metr|>]
<dsda>  [<|ds|da|>]
<porthaen>  [<|port|ha|en|>]
<brdsleim>  [<|br|ds|le|im|>]
<pan>  [<|pan|>]

woorm mat1 temp5 chs50:
<ionter>  [<|ion|ter|>]
<sub>  [<|sub|>]
<microscrsst>  [<|micro|sc|rs|st|>]
<orlisepus>  [<|or|lis|ep|us|>]
<am>  [<|am|>]
<ipautkscopepre>  [<|ip|aut|k|scope|pre|>]
<omitytelehyrin>  [<|om|ity|tele|hy|rin|>]
<tinghomdistor>  [<|ting|hom|dis|tor|>]
<grad>  [<|grad|>]
<siize>  [<|si|ize|>]
<rupt>  [<|rupt|>]
<telehy>  [<|tele|hy|>]
<ent>  [<|ent|>]
<rtest>  [<|rt|est|>]
<eerso>  [<|e|er|so|>]
<ivepostrin>  [<|ive|post|rin|>]
<aquagesesip>  [<|aqua|ge|ses|ip|>]
<expre>  [<|ex|pre|>]
<ibleim>  [<|ible|im|>]
<os>  [<|os|>]
<strur>  [<|stru|r|>]
<spire>  [<|spire|>]
<ic>  [<|ic|>]
<ea>  [<|ea|>]
<nce>  [<|nce|>]

woorm mat2 temp1 chs0:
<<though>>  [<|<|th|ou|g|h|>|>]
<<hypalleted>>  [<|<|hy|pa|ll|et|ed|>|>]
<<okinesses>>  [<|<|o|ki|ness|es|>|>]
<<mautheroos>>  [<|<|ma|ut|he|ro|os|>|>]
<<reuselling>>  [<|<|re|us|el|lin|g|>|>]
<<hazel>>  [<|<|ha|ze|l|>|>]
<<bigerating>>  [<|<|bi|ge|rat|ing|>|>]
<<octocephal>>  [<|<|oc|to|ce|ph|al|>|>]
<<vanpole>>  [<|<|v|an|po|le|>|>]
<<tercent>>  [<|<|ter|ce|nt|>|>]
<<aggreise>>  [<|<|ag|gr|e|ise|>|>]
<<drab>>  [<|<|d|ra|b|>|>]
<<jebelloblog>>  [<|<|j|e|be|ll|o|bl|og|>|>]
<<gannerge>>  [<|<|ga|n|ne|r|ge|>|>]
<<rhythm>>  [<|<|r|hy|th|m|>|>]
<<slate>>  [<|<|s|la|te|>|>]
<<overexergo>>  [<|<|ov|er|ex|er|g|o|>|>]
<<countertopsis>>  [<|<|counter|to|p|si|s|>|>]
<<bimbosborder>>  [<|<|bi|m|bo|s|bo|rd|er|>|>]
<<tailed>>  [<|<|ta|il|ed|>|>]
<<heliochronotrope>>  [<|<|he|li|oc|h|ro|no|tr|op|e|>|>]
<<ergfest>>  [<|<|er|g|f|est|>|>]
<<seismometers>>  [<|<|se|ism|om|et|ers|>|>]
<<appled>>  [<|<|ap|pl|ed|>|>]
<<tetrarch>>  [<|<|te|tra|r|ch|>|>]

woorm mat2 temp1 chs10:
<<un>>  [<|<|un|>|>]
<<chrpost>>  [<|<|ch|r|post|>|>]
<<smityismmismacroproeriograhymen>>  [<|<|sm|ity|ism|mis|macro|pro|eri|og|ra|hy|men|>|>]
<<ab>>  [<|<|ab|>|>]
<<an>>  [<|<|an|>|>]
<<grcescribtudeiat>>  [<|<|gr|ce|scrib|tude|i|at|>|>]
<<paatcked>>  [<|<|pa|at|ck|ed|>|>]
<<imflexlessizeincu>>  [<|<|im|flex|less|ize|in|cu|>|>]
<<wpulsviationpolyphotpostcredpimor>>  [<|<|w|puls|vi|ation|poly|phot|post|cred|pi|mo|r|>|>]
<<fsprinuniuniconvi>>  [<|<|f|sp|rin|uni|uni|con|vi|>|>]
<<de>>  [<|<|de|>|>]
<<all>>  [<|<|all|>|>]
<<home>>  [<|<|hom|e|>|>]
<<fia>>  [<|<|fi|a|>|>]
<<saecul>>  [<|<|sa|ec|ul|>|>]
<<hy>>  [<|<|hy|>|>]
<<coionsessesseserilessishagant>>  [<|<|co|ions|esse|sses|eri|less|ish|ag|ant|>|>]
<<unsulogyphobiametertrior>>  [<|<|un|su|logy|phobia|meter|tri|or|>|>]
<<tebostan>>  [<|<|te|bo|st|an|>|>]
<<mase>>  [<|<|ma|se|>|>]
<<pa>>  [<|<|pa|>|>]
<<prines>>  [<|<|pr|ine|s|>|>]
<<ousmee>>  [<|<|ou|sm|ee|>|>]
<<speriv>>  [<|<|sp|er|iv|>|>]
<<ssubjacngabies>>  [<|<|s|sub|j|ac|ng|ab|ies|>|>]

woorm mat2 temp1 chs50:
<<olineepcounterodprelu>>  [<|<|ol|ine|ep|counter|od|pre|lu|>|>]
<<conceptpephonthermurdiane>>  [<|<|con|cept|pe|phon|therm|ur|dia|ne|>|>]
<<hecidemitseexessbrcriving>>  [<|<|he|cide|mit|se|ex|ess|br|cr|iv|ing|>|>]
<<orjia>>  [<|<|or|j|ia|>|>]
<<pre>>  [<|<|pre|>|>]
<<unses>>  [<|<|un|ses|>|>]
<<inlodsniac>>  [<|<|in|lo|ds|ni|ac|>|>]
<<stodcr>>  [<|<|st|od|cr|>|>]
<<paentrton>>  [<|<|pa|ent|rt|on|>|>]
<<reistompromen>>  [<|<|re|ist|om|pro|men|>|>]
<<ou>>  [<|<|ou|>|>]
<<antiationpelformosdalo>>  [<|<|anti|ation|pel|form|os|da|lo|>|>]
<<adai>>  [<|<|ad|ai|>|>]
<<ho>>  [<|<|ho|>|>]
<<thusipniiglsxqu>>  [<|<|th|us|ip|ni|ig|ls|x|qu|>|>]
<<ciagttenro>>  [<|<|ci|ag|tt|en|ro|>|>]
<<cterdiscifi>>  [<|<|c|ter|dis|ci|fi|>|>]
<<spresstenes>>  [<|<|s|press|te|nes|>|>]
<<pate>>  [<|<|p|ate|>|>]
<<mis>>  [<|<|mis|>|>]
<<entbrationpee>>  [<|<|ent|br|ation|p|ee|>|>]
<<anxpess>>  [<|<|an|x|p|ess|>|>]
<<wist>>  [<|<|w|ist|>|>]
<<non>>  [<|<|non|>|>]
<<ab>>  [<|<|ab|>|>]

woorm mat2 temp2 chs0:
<<stray>>  [<|<|st|ra|y|>|>]
<<polynominea>>  [<|<|poly|no|mi|ne|a|>|>]
<<kaging>>  [<|<|k|ag|ing|>|>]
<<unhood>>  [<|<|un|hood|>|>]
<<queries>>  [<|<|qu|eri|es|>|>]
<<roosts>>  [<|<|ro|os|ts|>|>]
<<sublimises>>  [<|<|sub|li|mis|es|>|>]
<<unspiralled>>  [<|<|un|sp|ir|all|ed|>|>]
<<speculating>>  [<|<|spec|ul|ati|ng|>|>]
<<kussors>>  [<|<|k|us|so|rs|>|>]
<<dishnesses>>  [<|<|dis|h|ness|es|>|>]
<<coomed>>  [<|<|co|om|ed|>|>]
<<methoxide>>  [<|<|me|th|o|x|id|e|>|>]
<<pasearch>>  [<|<|pa|se|ar|ch|>|>]
<<circum>>  [<|<|ci|r|cu|m|>|>]
<<optablewarked>>  [<|<|op|ta|ble|w|ar|ke|d|>|>]
<<reperated>>  [<|<|re|per|ate|d|>|>]
<<golagnified>>  [<|<|g|ol|ag|ni|fi|ed|>|>]
<<disinveightene>>  [<|<|dis|in|ve|ig|h|te|ne|>|>]
<<reenth>>  [<|<|re|ent|h|>|>]
<<radars>>  [<|<|ra|da|rs|>|>]
<<vocating>>  [<|<|v|oc|ati|ng|>|>]
<<cogens>>  [<|<|co|ge|ns|>|>]
<<formamides>>  [<|<|form|am|id|es|>|>]
<<glowing>>  [<|<|g|lo|w|ing|>|>]

woorm mat2 temp2 chs10:
<<ro>>  [<|<|ro|>|>]
<<bo>>  [<|<|bo|>|>]
<<boouses>>  [<|<|bo|ou|ses|>|>]
<<la>>  [<|<|la|>|>]
<<dsomosse>>  [<|<|ds|om|o|sse|>|>]
<<gousintrajes>>  [<|<|g|ous|intra|j|es|>|>]
<<trblphobiamacrospiresipolyotions>>  [<|<|tr|bl|phobia|macro|spire|si|poly|ot|ions|>|>]
<<siieaquaishceptizator>>  [<|<|si|ie|aqua|ish|cept|iz|at|or|>|>]
<<ne>>  [<|<|ne|>|>]
<<disessesalice>>  [<|<|dis|esses|ali|ce|>|>]
<<allbiatica>>  [<|<|all|bi|ati|ca|>|>]
<<cica>>  [<|<|c|ica|>|>]
<<con>>  [<|<|con|>|>]
<<thgssijectotl>>  [<|<|th|gs|si|ject|ot|l|>|>]
<<wunisulize>>  [<|<|w|uni|su|li|ze|>|>]
<<do>>  [<|<|do|>|>]
<<tiovidu>>  [<|<|ti|ov|id|u|>|>]
<<prastrngpassflexbnail>>  [<|<|pr|astr|ng|pass|flex|b|na|il|>|>]
<<subamsseerma>>  [<|<|sub|am|sse|er|ma|>|>]
<<hylogy>>  [<|<|hy|logy|>|>]
<<im>>  [<|<|im|>|>]
<<inlinessesishxastrstish>>  [<|<|in|lin|esses|ish|x|astr|st|ish|>|>]
<<gairs>>  [<|<|ga|ir|s|>|>]
<<coiprstnceiting>>  [<|<|co|ip|rs|t|nce|iti|ng|>|>]
<<hefing>>  [<|<|he|fi|ng|>|>]

woorm mat2 temp2 chs50:
<<blprologyportuni>>  [<|<|bl|pro|logy|port|uni|>|>]
<<wolim>>  [<|<|w|ol|im|>|>]
<<col>>  [<|<|col|>|>]
<<conpapulsgapresmngatioeslogycreddedisrdscopersmut>>  [<|<|con|pa|puls|ga|pre|sm|ng|atio|es|logy|cred|de|dis|rd|scope|rs|m|ut|>|>]
<<mein>>  [<|<|me|in|>|>]
<<coex>>  [<|<|co|ex|>|>]
<<ho>>  [<|<|ho|>|>]
<<bid>>  [<|<|bi|d|>|>]
<<la>>  [<|<|la|>|>]
<<mapresseeunpro>>  [<|<|ma|press|ee|un|pro|>|>]
<<ba>>  [<|<|ba|>|>]
<<paluiest>>  [<|<|pa|lu|ies|t|>|>]
<<ma>>  [<|<|ma|>|>]
<<hyiandapulsivkesehyeeolcounterpe>>  [<|<|hy|ian|da|puls|iv|ke|se|hy|ee|ol|counter|pe|>|>]
<<deimncvtescated>>  [<|<|de|im|nc|v|tes|ca|ted|>|>]
<<maise>>  [<|<|ma|ise|>|>]
<<stxwmultiighi>>  [<|<|st|x|w|multi|ig|hi|>|>]
<<pre>>  [<|<|pre|>|>]
<<deouidh>>  [<|<|de|ou|id|h|>|>]
<<tinpopathjo>>  [<|<|tin|po|path|j|o|>|>]
<<gockiizenesizeeaanes>>  [<|<|g|oc|ki|ize|nes|ize|ea|an|es|>|>]
<<fiki>>  [<|<|fi|ki|>|>]
<<retudehyshar>>  [<|<|re|tude|hy|sh|ar|>|>]
<<phot>>  [<|<|phot|>|>]
<<stntntusintraesseshaessrehood>>  [<|<|st|nt|nt|us|intra|esses|ha|ess|re|hood|>|>]

woorm mat2 temp5 chs0:
<<sploosiers>>  [<|<|sp|lo|os|ie|rs|>|>]
<<colicins>>  [<|<|col|ic|in|s|>|>]
<<swindustrissim>>  [<|<|s|w|in|d|us|tri|ss|im|>|>]
<<pening>>  [<|<|pe|ni|ng|>|>]
<<subperious>>  [<|<|sub|per|io|us|>|>]
<<vacing>>  [<|<|v|ac|ing|>|>]
<<songfrontgenous>>  [<|<|so|ng|f|ro|nt|ge|no|us|>|>]
<<riba>>  [<|<|ri|ba|>|>]
<<parasics>>  [<|<|pa|ra|si|c|s|>|>]
<<screwater>>  [<|<|sc|re|w|ate|r|>|>]
<<barrefixtuplica>>  [<|<|ba|r|re|fi|x|tu|pl|ica|>|>]
<<sensoriology>>  [<|<|se|ns|or|io|logy|>|>]
<<lathesmoking>>  [<|<|la|th|es|mo|ki|ng|>|>]
<<overwrapboil>>  [<|<|ov|er|w|ra|p|bo|il|>|>]
<<exocutorotic>>  [<|<|ex|oc|ut|or|ot|ic|>|>]
<<squeans>>  [<|<|s|qu|ea|ns|>|>]
<<afug>>  [<|<|a|f|u|g|>|>]
<<seamies>>  [<|<|se|am|ies|>|>]
<<ohobaby>>  [<|<|o|ho|ba|b|y|>|>]
<<poculizing>>  [<|<|po|cu|li|z|ing|>|>]
<<wharewriter>>  [<|<|w|ha|re|w|ri|ter|>|>]
<<swadded>>  [<|<|s|w|ad|de|d|>|>]
<<angsters>>  [<|<|an|gs|ter|s|>|>]
<<chromentized>>  [<|<|ch|ro|men|ti|ze|d|>|>]
<<reconceptualify>>  [<|<|re|con|cept|u|ali|f|y|>|>]

woorm mat2 temp5 chs10:
<<watiaccontraeancy>>  [<|<|w|ati|ac|contra|ea|nc|y|>|>]
<<tossingdisulf>>  [<|<|to|ss|ing|dis|ul|f|>|>]
<<cha>>  [<|<|ch|a|>|>]
<<mo>>  [<|<|mo|>|>]
<<bafiigessplchronphobiamopathshipttbrhek>>  [<|<|ba|fi|ig|ess|pl|chron|phobia|mo|path|ship|tt|br|he|k|>|>]
<<amma>>  [<|<|am|ma|>|>]
<<tsvershyhomlaeiz>>  [<|<|ts|vers|hy|hom|la|e|iz|>|>]
<<scgresstoras>>  [<|<|sc|gress|tor|as|>|>]
<<triceptgraphjunctiaablelutor>>  [<|<|tri|cept|graph|junct|ia|able|lu|tor|>|>]
<<in>>  [<|<|in|>|>]
<<micropelaigresslessericaptamoder>>  [<|<|micro|pel|ai|gress|less|eri|capt|am|od|er|>|>]
<<ulterpl>>  [<|<|ul|ter|pl|>|>]
<<mal>>  [<|<|mal|>|>]
<<uncdemifvertpassatas>>  [<|<|un|c|de|mi|f|vert|pass|at|as|>|>]
<<se>>  [<|<|se|>|>]
<<reenthro>>  [<|<|re|ent|h|ro|>|>]
<<giumoating>>  [<|<|gi|u|mo|ati|ng|>|>]
<<eet>>  [<|<|e|et|>|>]
<<smacroovbirinf>>  [<|<|s|macro|ov|bi|rin|f|>|>]
<<ac>>  [<|<|ac|>|>]
<<njntivable>>  [<|<|n|j|nt|iv|able|>|>]
<<wotted>>  [<|<|w|ot|ted|>|>]
<<anaagians>>  [<|<|a|na|ag|ian|s|>|>]
<<dis>>  [<|<|dis|>|>]
<<ca>>  [<|<|ca|>|>]

woorm mat2 temp5 chs50:
<<fsc>>  [<|<|f|sc|>|>]
<<shcema>>  [<|<|sh|ce|ma|>|>]
<<conns>>  [<|<|con|ns|>|>]
<<proiseationionjunctpelodessesgefi>>  [<|<|pro|ise|ation|ion|junct|pel|od|esses|ge|fi|>|>]
<<ga>>  [<|<|ga|>|>]
<<caodcaptcimssubtract>>  [<|<|ca|od|capt|ci|ms|sub|tract|>|>]
<<ratnoness>>  [<|<|rat|non|ess|>|>]
<<itmeterbopeep>>  [<|<|it|meter|bo|pe|ep|>|>]
<<enverbe>>  [<|<|en|ver|be|>|>]
<<ri>>  [<|<|ri|>|>]
<<ygraph>>  [<|<|y|graph|>|>]
<<unul>>  [<|<|un|ul|>|>]
<<laist>>  [<|<|la|ist|>|>]
<<diless>>  [<|<|di|less|>|>]
<<deportagenes>>  [<|<|de|port|age|nes|>|>]
<<reornesmacrolsish>>  [<|<|re|or|nes|macro|ls|ish|>|>]
<<lary>>  [<|<|la|ry|>|>]
<<un>>  [<|<|un|>|>]
<<ro>>  [<|<|ro|>|>]
<<specsubeneconess>>  [<|<|spec|sub|ene|con|ess|>|>]
<<ma>>  [<|<|ma|>|>]
<<chsprinticpressaliipstruinemalphi>>  [<|<|ch|sp|rin|tic|press|ali|ip|stru|ine|mal|p|hi|>|>]
<<shliz>>  [<|<|sh|li|z|>|>]
<<dama>>  [<|<|d|am|a|>|>]
<<widant>>  [<|<|w|id|ant|>|>]

big mat1 temp1 chs0:
<geneler>  [<|ge|ne|l|e|r|>]
<the>  [<|the|>]
<madesix>  [<|ma|de|si|x|>]
<kin>  [<|k|i|n|>]
<trated>  [<|tra|ted|>]
<the>  [<|the|>]
<earestlett>  [<|ea|r|e|st|le|tt|>]
<rocked>  [<|ro|ck|ed|>]
<the>  [<|the|>]
<paceshe>  [<|pa|ce|s|h|e|>]
<am>  [<|am|>]
<ow-he>  [<|ow|-|he|>]
<of>  [<|of|>]
<nesses>  [<|ne|ss|es|>]
<ined>  [<|in|ed|>]
<reassonchan>  [<|re|as|so|n|ch|an|>]
<nonherent>  [<|non|her|e|nt|>]
<he>  [<|he|>]
<cipanicted>  [<|ci|pa|ni|c|ted|>]
<with>  [<|with|>]
<jor>  [<|j|or|>]
<to>  [<|to|>]
<ar>  [<|ar|>]
<rato>  [<|ra|to|>]
<orment>  [<|or|me|nt|>]

big mat1 temp1 chs10:
<usagmicro>  [<|us|ag|micro|>]
<esderor>  [<|es|der|or|>]
<ruscript>  [<|ru|script|>]
<posu>  [<|po|su|>]
<polyintraiv>  [<|poly|intra|iv|>]
<blwlytrans>  [<|bl|w|ly|trans|>]
<abic>  [<|ab|ic|>]
<ephonmort>  [<|e|phon|mort|>]
<metrpass>  [<|metr|pass|>]
<cegǐwa>  [<|ce|gi|̌|wa|>]
<dgraphocmit>  [<|d|graph|oc|mit|>]
<ro>  [<|ro|>]
<osetefci>  [<|os|et|ef|ci|>]
<colbene>  [<|col|bene|>]
<peratio>  [<|per|atio|>]
<thmanpher>  [<|th|man|p|her|>]
<bcept>  [<|b|cept|>]
<mco>  [<|m|co|>]
<herat>  [<|her|at|>]
<wo>  [<|wo|>]
<pa>  [<|pa|>]
<naulere>  [<|na|ul|ere|>]
<fsaau>  [<|f|sa|au|>]
<dicwitness>  [<|dic|wit|ness|>]
<ntractdu>  [<|n|tract|du|>]

big mat1 temp1 chs50:
<diaol>  [<|dia|ol|>]
<rcol>  [<|r|col|>]
<nondiz>  [<|non|di|z|>]
<tuveres>  [<|tu|ve|res|>]
<essec>  [<|ess|ec|>]
<jectsc>  [<|ject|sc|>]
<comizeitizepr>  [<|com|ize|it|ize|pr|>]
<chroner>  [<|chron|er|>]
<tuovgrheow>  [<|tu|ov|gr|he|ow|>]
<logygh>  [<|logy|gh|>]
<op>  [<|op|>]
<y>  [<|y|>]
<́terrom>  [<|́|ter|rom|>]
<etdupan>  [<|et|du|pan|>]
<ucportrc>  [<|uc|port|rc|>]
<um>  [<|um|>]
<scopeersers>  [<|scope|ers|ers|>]
<ththe>  [<|th|the|>]
<spectheumts>  [<|spec|the|um|ts|>]
<baat>  [<|ba|at|>]
<waslinentrs>  [<|was|lin|ent|rs|>]
<crtorot>  [<|cr|tor|ot|>]
<astrtrmonopressin>  [<|astr|tr|mono|press|in|>]
<ati>  [<|ati|>]
<ncpolyia>  [<|nc|poly|ia|>]

big mat1 temp2 chs0:
<assideat>  [<|as|si|de|at|>]
<lined>  [<|li|ne|d|>]
<is>  [<|is|>]
<the>  [<|the|>]
<mily>  [<|mi|ly|>]
<liked>  [<|li|ke|d|>]
<anded>  [<|and|ed|>]
<biliger>  [<|bi|li|ge|r|>]
<on>  [<|on|>]
<the>  [<|the|>]
<mentse>  [<|me|nt|s|e|>]
<and>  [<|and|>]
<se>  [<|se|>]
<on>  [<|on|>]
<inelanded>  [<|in|e|la|nd|ed|>]
<crolinigh>  [<|cr|o|li|ni|gh|>]
<of>  [<|of|>]
<ampirventy>  [<|a|mp|ir|ve|nt|y|>]
<lised>  [<|li|se|d|>]
<milanded>  [<|mi|la|nd|ed|>]
<the>  [<|the|>]
<distrian>  [<|dis|tri|an|>]
<becred>  [<|be|cr|ed|>]
<and>  [<|and|>]
<cadebuthe>  [<|ca|de|bu|t|he|>]

big mat1 temp2 chs10:
<incrfe>  [<|in|cr|fe|>]
<si>  [<|si|>]
<konnteram>  [<|k|on|nte|r|am|>]
<istfor>  [<|ist|for|>]
<ocianmicrospec>  [<|oc|ian|micro|spec|>]
<phent>  [<|ph|ent|>]
<of>  [<|of|>]
<grad>  [<|grad|>]
<xustecuin>  [<|x|u|ste|cu|in|>]
<tiotuav̋>  [<|tio|tu|av|̋|>]
<çestocpost>  [<|ç|est|oc|post|>]
<phobiaom>  [<|phobia|om|>]
<monofor>  [<|mono|for|>]
<cell>  [<|ce|ll|>]
<ise>  [<|ise|>]
<flex́ph>  [<|flex|́|ph|>]
<istadovce>  [<|ist|ad|ov|ce|>]
<méwi>  [<|me|́|wi|>]
<ke>  [<|ke|>]
<titin>  [<|ti|tin|>]
<um>  [<|um|>]
<thegraphtudecredthf>  [<|the|graph|tude|cred|th|f|>]
<itid>  [<|it|id|>]
<ate>  [<|ate|>]
<perteleful>  [<|per|tele|ful|>]

big mat1 temp2 chs50:
<blable>  [<|bl|able|>]
<calary>  [<|cal|ary|>]
<ablehwila>  [<|able|h|wi|la|>]
<ruwene>  [<|ru|we|ne|>]
<metrprefformfor>  [<|metr|pre|f|form|for|>]
<spec>  [<|spec|>]
<teac>  [<|te|ac|>]
<rned>  [<|rn|ed|>]
<pithatu>  [<|pi|tha|tu|>]
<zoo>  [<|zoo|>]
<dic>  [<|dic|>]
<shwhness>  [<|sh|wh|ness|>]
<ruptgress>  [<|rupt|gress|>]
<atioe>  [<|atio|e|>]
<interfor>  [<|int|er|for|>]
<ing>  [<|ing|>]
<rin>  [<|rin|>]
<epove>  [<|ep|ove|>]
<ab>  [<|ab|>]
<igrc>  [<|ig|rc|>]
<wia>  [<|w|ia|>]
<ablehomonoru>  [<|able|ho|mono|ru|>]
<rinhticmostaal>  [<|rin|h|tic|mo|sta|al|>]
<ogompressarynart>  [<|og|om|press|ary|na|rt|>]
<gressbuize>  [<|gress|bu|ize|>]

big mat1 temp5 chs0:
<uniformed>  [<|uni|form|ed|>]
<imsenical>  [<|im|se|ni|cal|>]
<doll>  [<|do|ll|>]
<aringra>  [<|a|rin|g|ra|>]
<neardres>  [<|ne|ar|d|res|>]
<ce>  [<|ce|>]
<foraston>  [<|fo|r|as|t|o|n|>]
<led>  [<|le|d|>]
<coled>  [<|co|l|ed|>]
<throlsonamen>  [<|th|ro|ls|o|na|men|>]
<his>  [<|his|>]
<to>  [<|to|>]
<seroun-orse>  [<|se|ro|un|-|or|se|>]
<ingloguic>  [<|in|g|lo|g|u|ic|>]
<en>  [<|en|>]
<most>  [<|mo|st|>]
<extered>  [<|ex|ter|ed|>]
<fromesside>  [<|fr|om|es|si|de|>]
<with>  [<|with|>]
<unking>  [<|un|k|ing|>]
<of>  [<|of|>]
<his>  [<|his|>]
<districhning>  [<|dis|tri|ch|n|ing|>]
<giessessal>  [<|gi|ess|es|s|al|>]
<litedring>  [<|li|te|d|ri|ng|>]

big mat1 temp5 chs10:
<no>  [<|no|>]
<mit>  [<|mit|>]
<niwiayrd>  [<|ni|wi|ay|rd|>]
<opiverin>  [<|op|ive|rin|>]
<nesrefiay>  [<|nes|re|fi|ay|>]
<hticelmeter>  [<|h|tic|el|meter|>]
<be>  [<|be|>]
<flexjicashippan>  [<|flex|j|ica|ship|pan|>]
<efsdusslinnce>  [<|ef|s|du|ss|lin|nce|>]
<ncedi>  [<|nce|di|>]
<ishscript>  [<|ish|script|>]
<ab>  [<|ab|>]
<̌is>  [<|̌|is|>]
<utb>  [<|ut|b|>]
<au>  [<|au|>]
<theable>  [<|the|able|>]
<wiocmisdape'>  [<|wi|oc|mis|da|pe|'|>]
<ismmb>  [<|ism|mb|>]
<lding>  [<|ld|ing|>]
<admineac>  [<|ad|m|ine|ac|>]
<titintintinmetr>  [<|ti|tin|tin|tin|metr|>]
<wit>  [<|wit|>]
<ation>  [<|ation|>]
<atatioste>  [<|at|atio|ste|>]
<wor>  [<|wo|r|>]

big mat1 temp5 chs50:
<ive>  [<|ive|>]
<rsmerm>  [<|rs|me|rm|>]
<ruptder>  [<|rupt|der|>]
<ceptbeneab>  [<|cept|bene|ab|>]
<ntlsay>  [<|nt|ls|ay|>]
<he>  [<|he|>]
<estclonsldnon>  [<|est|cl|ons|ld|non|>]
<so>  [<|so|>]
<pulsow>  [<|puls|ow|>]
<gta>  [<|g|ta|>]
<ag>  [<|ag|>]
<ou>  [<|ou|>]
<was>  [<|was|>]
<frine>  [<|fr|ine|>]
<tiock>  [<|tio|ck|>]
<autce>  [<|aut|ce|>]
<metrirov>  [<|metr|ir|ov|>]
<ry>  [<|ry|>]
<wedmonong>  [<|we|d|mono|ng|>]
<contraovetion>  [<|contra|ove|tion|>]
<rcspireman>  [<|rc|spire|man|>]
<tract>  [<|tract|>]
<panerefrwirupt>  [<|pan|ere|fr|wi|rupt|>]
<counter>  [<|counter|>]
<isherilasëop>  [<|ish|eri|la|se|̈|op|>]

big mat2 temp1 chs0:
<<vicarise>>  [<|<|vi|ca|ri|se|>|>]
<<on>>  [<|<|on|>|>]
<<december>>  [<|<|de|ce|mb|er|>|>]
<<a>>  [<|<|a|>|>]
<<impossible>>  [<|<|im|po|ss|ible|>|>]
<<pains>>  [<|<|pa|in|s|>|>]
<<far>>  [<|<|f|ar|>|>]
<<of>>  [<|<|of|>|>]
<<pud>>  [<|<|p|u|d|>|>]
<<vaders>>  [<|<|va|der|s|>|>]
<<replied>>  [<|<|re|pl|ie|d|>|>]
<<from>>  [<|<|fr|om|>|>]
<<camerica>>  [<|<|ca|me|ri|ca|>|>]
<<schul>>  [<|<|sc|h|ul|>|>]
<<part>>  [<|<|pa|rt|>|>]
<<rumoroccata>>  [<|<|ru|mo|ro|c|ca|ta|>|>]
<<polytypical>>  [<|<|poly|ty|pi|cal|>|>]
<<rate>>  [<|<|ra|te|>|>]
<<game>>  [<|<|ga|me|>|>]
<<out>>  [<|<|ou|t|>|>]
<<in>>  [<|<|in|>|>]
<<is>>  [<|<|is|>|>]
<<the>>  [<|<|the|>|>]
<<collaboresigne>>  [<|<|col|la|bo|res|ig|ne|>|>]
